"","x"
"391","false"
"392","true"
"393","true"
"394","false"
"395","true"
"396","true"
"397","false"
"398","true"
"399","false"
"400","false"
"401","true"
"402","true"
"403","true"
"404","false"
"405","true"
"406","true"
"407","true"
"408","false"
"409","true"
"410","false"
"411","true"
"412","false"
"413","true"
"414","false"
"415","true"
"416","true"
"417","true"
"418","false"
"419","true"
"420","true"
"421","true"
"422","false"
"423","true"
"424","false"
"425","true"
"426","true"
"427","false"
"428","false"
"429","false"
"430","false"
"431","true"
"432","true"
"433","true"
"434","true"
"435","true"
"436","false"
"437","true"
"438","true"
"439","true"
"440","true"
"441","true"
"442","false"
"443","true"
"444","true"
"445","false"
"446","false"
"447","true"
"448","false"
"449","false"
"450","false"
"451","false"
"452","true"
"453","true"
"454","true"
"455","false"
"456","false"
"457","false"
"458","false"
"459","true"
"460","false"
"461","false"
"462","false"
"463","true"
"464","true"
"465","false"
"466","false"
"467","false"
"468","true"
"469","false"
"470","false"
"471","true"
"472","false"
"473","true"
"474","false"
"475","true"
"476","true"
"477","false"
"478","false"
"479","false"
"480","true"
"481","false"
"482","false"
"483","true"
"484","true"
"485","true"
"486","false"
"487","false"
"488","true"
"489","true"
"490","false"
"491","true"
"492","true"
"493","true"
"494","true"
"495","true"
"496","false"
"497","true"
"498","true"
"499","true"
"500","true"
"501","true"
"502","false"
"503","false"
"504","false"
"505","true"
"506","true"
"507","false"
"508","true"
"509","true"
"510","true"
"511","false"
"512","true"
"513","false"
"514","true"
"515","false"
"516","false"
"517","false"
"518","true"
"519","false"
"520","true"
"521","false"
"522","false"
"523","true"
"524","true"
"525","false"
"526","false"
"527","true"
"528","true"
"529","false"
"530","false"
"531","false"
"532","true"
"533","true"
"534","true"
"535","true"
"536","true"
"537","false"
"538","false"
"539","true"
"540","true"
"541","true"
"542","true"
"543","true"
"544","false"
"545","true"
"546","false"
"547","true"
"548","false"
"549","false"
"550","true"
"551","true"
"552","false"
"553","true"
"554","false"
"555","false"
"556","true"
"557","true"
"558","false"
"559","true"
"560","true"
"561","true"
"562","true"
"563","true"
"564","false"
"565","false"
"566","false"
"567","true"
"568","false"
"569","false"
"570","true"
"571","false"
"572","true"
"573","true"
"574","false"
"575","false"
"576","false"
"577","false"
"578","false"
"579","true"
"580","false"
"581","true"
"582","false"
"583","true"
"584","false"
"585","true"
"586","true"
"587","true"
"588","false"
"589","false"
"590","false"
"591","true"
"592","true"
"593","false"
"594","true"
"595","true"
"596","true"
"597","true"
"598","true"
"599","true"
"600","true"
"601","false"
"602","true"
"603","true"
"604","true"
"605","false"
"606","true"
"607","false"
"608","false"
"609","true"
"610","true"
"611","true"
"612","true"
"613","true"
"614","false"
"615","true"
"616","false"
"617","true"
"618","true"
"619","false"
"620","false"
"621","true"
"622","false"
"623","false"
"624","false"
"625","true"
"626","true"
"627","false"
"628","true"
"629","true"
"630","false"
"631","true"
"632","false"
"633","false"
"634","true"
"635","true"
"636","false"
"637","false"
"638","true"
"639","true"
"640","true"
"641","true"
"642","true"
"643","false"
"644","false"
"645","true"
"646","false"
"647","false"
"648","true"
"649","true"
"650","true"
"651","false"
"652","true"
"653","true"
"654","false"
"655","true"
"656","false"
"657","false"
"658","true"
"659","true"
"660","true"
"661","false"
"662","true"
"663","true"
"664","true"
"665","true"
"666","true"
"667","true"
"668","true"
"669","false"
"670","false"
"671","true"
"672","false"
"673","false"
"674","false"
"675","false"
"676","true"
"677","true"
"678","true"
"679","true"
"680","true"
"681","true"
"682","true"
"683","true"
"684","false"
"685","true"
"686","false"
"687","false"
"688","false"
"689","true"
"690","true"
"691","true"
"692","true"
"693","false"
"694","false"
"695","false"
"696","false"
"697","false"
"698","true"
"699","false"
"700","false"
"701","false"
"702","false"
"703","false"
"704","false"
"705","false"
"706","false"
"707","true"
"708","true"
"709","false"
"710","false"
"711","true"
"712","true"
"713","true"
"714","true"
"715","true"
"716","true"
"717","true"
"718","false"
"719","false"
"720","true"
"721","false"
"722","true"
"723","false"
"724","true"
"725","true"
"726","false"
"727","true"
"728","true"
"729","true"
"730","false"
"731","false"
"732","false"
"733","false"
"734","true"
"735","true"
"736","true"
"737","true"
"738","false"
"739","true"
"740","true"
"741","true"
"742","false"
"743","false"
"744","false"
"745","false"
"746","true"
"747","true"
"748","false"
"749","false"
"750","false"
"751","false"
"752","false"
"753","true"
"754","true"
"755","false"
"756","false"
"757","false"
"758","true"
"759","false"
"760","false"
"761","true"
"762","false"
"763","true"
"764","false"
"765","true"
"766","true"
"767","true"
"768","true"
"769","true"
"770","true"
"771","true"
"772","true"
"773","false"
"774","false"
"775","true"
"776","true"
"777","true"
"778","true"
"779","true"
"780","false"
"781","true"
"782","true"
"783","false"
"784","false"
"785","true"
"786","true"
"787","false"
"788","false"
"789","false"
"790","true"
"791","false"
"792","true"
"793","true"
"794","false"
"795","false"
"796","false"
"797","true"
"798","true"
"799","true"
"800","true"
"801","true"
"802","true"
"803","true"
"804","false"
"805","true"
"806","false"
"807","false"
"808","true"
"809","true"
"810","false"
"811","false"
"812","true"
"813","true"
"814","false"
"815","true"
"816","false"
"817","true"
"818","false"
"819","true"
"820","false"
"821","false"
"822","false"
"823","true"
"824","true"
"825","true"
"826","true"
"827","true"
"828","true"
"829","true"
"830","true"
"831","false"
"832","false"
"833","false"
"834","false"
"835","false"
"836","false"
"837","true"
"838","false"
"839","true"
"840","false"
"841","false"
"842","true"
"843","true"
"844","true"
"845","false"
"846","false"
"847","true"
"848","true"
"849","true"
"850","false"
"851","false"
"852","true"
"853","true"
"854","false"
"855","false"
"856","true"
"857","false"
"858","false"
"859","true"
"860","false"
"861","true"
"862","true"
"863","true"
"864","true"
"865","true"
"866","false"
"867","false"
"868","false"
"869","false"
"870","true"
"871","false"
"872","true"
"873","false"
"874","true"
"875","true"
"876","true"
"877","false"
"878","true"
"879","false"
"880","false"
"881","false"
"882","true"
"883","false"
"884","true"
"885","true"
"886","true"
"887","true"
"888","false"
"889","true"
"890","false"
"891","false"
"892","false"
"893","true"
"894","true"
"895","true"
"896","true"
"897","true"
"898","true"
"899","false"
"900","false"
"901","true"
"902","true"
"903","false"
"904","false"
"905","false"
"906","false"
"907","true"
"908","false"
"909","true"
"910","true"
"911","false"
"912","false"
"913","true"
"914","false"
"915","true"
"916","true"
"917","false"
"918","true"
"919","false"
"920","false"
"921","true"
"922","false"
"923","true"
"924","true"
"925","true"
"926","true"
"927","true"
"928","true"
"929","false"
"930","false"
"931","true"
"932","false"
"933","false"
"934","false"
"935","false"
"936","false"
"937","false"
"938","false"
"939","false"
"940","true"
"941","false"
"942","true"
"943","false"
"944","false"
"945","false"
"946","false"
"947","true"
"948","false"
"949","false"
"950","false"
"951","false"
"952","true"
"953","true"
"954","true"
"955","true"
"956","true"
"957","false"
"958","true"
"959","true"
"960","false"
"961","true"
"962","false"
"963","true"
"964","true"
"965","false"
"966","true"
"967","false"
"968","true"
"969","true"
"970","true"
"971","true"
"972","true"
"973","true"
"974","false"
"975","false"
"976","false"
"977","false"
"978","false"
"979","true"
"980","true"
"981","true"
"982","true"
"983","true"
"984","false"
"985","true"
"986","true"
"987","true"
"988","true"
"989","true"
"990","true"
"991","false"
"992","true"
"993","true"
"994","false"
"995","true"
"996","false"
"997","false"
"998","true"
"999","true"
"1000","true"
"1001","true"
"1002","false"
"1003","true"
"1004","false"
"1005","false"
"1006","false"
"1007","true"
"1008","false"
"1009","true"
"1010","false"
"1011","false"
"1012","false"
"1013","false"
"1014","false"
"1015","true"
"1016","true"
"1017","false"
"1018","false"
"1019","false"
"1020","true"
"1021","true"
"1022","false"
"1023","true"
"1024","true"
"1025","true"
"1026","true"
"1027","true"
"1028","true"
"1029","true"
"1030","false"
"1031","false"
"1032","true"
"1033","true"
"1034","false"
"1035","false"
"1036","false"
"1037","false"
"1038","false"
"1039","true"
"1040","false"
"1041","false"
"1042","true"
"1043","true"
"1044","true"
"1045","false"
"1046","false"
"1047","false"
"1048","false"
"1049","false"
"1050","false"
"1051","true"
"1052","false"
"1053","false"
"1054","true"
"1055","false"
"1056","true"
"1057","true"
"1058","false"
"1059","true"
"1060","false"
"1061","true"
"1062","true"
"1063","true"
"1064","true"
"1065","true"
"1066","true"
"1067","false"
"1068","false"
"1069","false"
"1070","true"
"1071","false"
"1072","false"
"1073","true"
"1074","true"
"1075","false"
"1076","false"
"1077","true"
"1078","false"
"1079","false"
"1080","false"
"1081","false"
"1082","true"
"1083","true"
"1084","true"
"1085","true"
"1086","false"
"1087","true"
"1088","true"
"1089","true"
"1090","true"
"1091","true"
"1092","true"
"1093","false"
"1094","false"
"1095","false"
"1096","true"
"1097","false"
"1098","false"
"1099","true"
"1100","false"
"1101","true"
"1102","true"
"1103","false"
"1104","true"
"1105","true"
"1106","false"
"1107","true"
"1108","false"
"1109","false"
"1110","false"
"1111","true"
"1112","false"
"1113","false"
"1114","false"
"1115","false"
"1116","true"
"1117","true"
"1118","false"
"1119","true"
"1120","false"
"1121","false"
"1122","false"
"1123","true"
"1124","true"
"1125","false"
"1126","true"
"1127","true"
"1128","false"
"1129","false"
"1130","true"
"1131","false"
"1132","true"
"1133","true"
"1134","false"
"1135","false"
"1136","true"
"1137","false"
"1138","true"
"1139","false"
"1140","true"
"1141","true"
"1142","false"
"1143","false"
"1144","false"
"1145","true"
"1146","false"
"1147","true"
"1148","false"
"1149","false"
"1150","false"
"1151","true"
"1152","true"
"1153","true"
"1154","false"
"1155","true"
"1156","true"
"1157","true"
"1158","false"
"1159","true"
"1160","true"
"1161","false"
"1162","true"
"1163","false"
"1164","false"
"1165","true"
"1166","false"
"1167","true"
"1168","true"
"1169","false"
"1170","true"
"1171","false"
"1172","false"
"1173","true"
"1174","true"
"1175","false"
"1176","false"
"1177","true"
"1178","false"
"1179","false"
"1180","false"
"1181","true"
"1182","false"
"1183","false"
"1184","true"
"1185","true"
"1186","false"
"1187","false"
"1188","false"
"1189","false"
"1190","true"
"1191","false"
"1192","false"
"1193","true"
"1194","false"
"1195","true"
"1196","true"
"1197","true"
"1198","true"
"1199","false"
"1200","false"
"1201","false"
"1202","true"
"1203","true"
"1204","true"
"1205","false"
"1206","true"
"1207","true"
"1208","true"
"1209","true"
"1210","false"
"1211","true"
"1212","true"
"1213","false"
"1214","true"
"1215","true"
"1216","true"
"1217","true"
"1218","true"
"1219","true"
"1220","false"
"1221","true"
"1222","true"
"1223","true"
"1224","true"
"1225","true"
"1226","true"
"1227","true"
"1228","true"
"1229","true"
"1230","true"
"1231","false"
"1232","false"
"1233","false"
"1234","false"
"1235","false"
"1236","false"
"1237","true"
"1238","false"
"1239","false"
"1240","false"
"1241","true"
"1242","true"
"1243","false"
"1244","false"
"1245","true"
"1246","true"
"1247","true"
"1248","false"
"1249","false"
"1250","false"
"1251","true"
"1252","false"
"1253","true"
"1254","false"
"1255","false"
"1256","true"
"1257","true"
"1258","false"
"1259","true"
"1260","true"
"1261","false"
"1262","false"
"1263","true"
"1264","false"
"1265","false"
"1266","true"
"1267","true"
"1268","true"
"1269","false"
"1270","true"
"1271","true"
"1272","true"
"1273","false"
"1274","false"
"1275","false"
"1276","false"
"1277","true"
"1278","false"
"1279","true"
"1280","false"
"1281","false"
"1282","true"
"1283","false"
"1284","false"
"1285","true"
"1286","false"
"1287","true"
"1288","false"
"1289","false"
"1290","true"
"1291","true"
"1292","false"
"1293","false"
"1294","false"
"1295","true"
"1296","true"
"1297","false"
"1298","false"
"1299","false"
"1300","false"
"1301","false"
"1302","true"
"1303","true"
"1304","false"
"1305","true"
"1306","true"
"1307","true"
"1308","true"
"1309","true"
"1310","true"
"1311","true"
"1312","false"
"1313","true"
"1314","true"
"1315","true"
"1316","true"
"1317","false"
"1318","true"
"1319","true"
"1320","true"
"1321","true"
"1322","false"
"1323","true"
"1324","false"
"1325","true"
"1326","true"
"1327","true"
"1328","true"
"1329","true"
"1330","false"
"1331","true"
"1332","true"
"1333","false"
"1334","true"
"1335","false"
"1336","true"
"1337","false"
"1338","true"
"1339","true"
"1340","true"
"1341","true"
"1342","false"
"1343","false"
"1344","false"
"1345","false"
"1346","false"
"1347","true"
"1348","false"
"1349","true"
"1350","true"
"1351","true"
"1352","false"
"1353","true"
"1354","true"
"1355","true"
"1356","true"
"1357","true"
"1358","false"
"1359","false"
"1360","false"
"1361","false"
"1362","false"
"1363","false"
"1364","true"
"1365","false"
"1366","true"
"1367","false"
"1368","false"
"1369","true"
"1370","false"
"1371","false"
"1372","false"
"1373","false"
"1374","true"
"1375","false"
"1376","false"
"1377","false"
"1378","true"
"1379","false"
"1380","true"
"1381","false"
"1382","false"
"1383","true"
"1384","true"
"1385","true"
"1386","false"
"1387","false"
"1388","false"
"1389","false"
"1390","false"
"1391","false"
"1392","true"
"1393","true"
"1394","false"
"1395","false"
"1396","false"
"1397","true"
"1398","false"
"1399","false"
"1400","true"
"1401","false"
"1402","false"
"1403","false"
"1404","true"
"1405","false"
"1406","true"
"1407","true"
"1408","true"
"1409","true"
"1410","true"
"1411","true"
"1412","true"
"1413","true"
"1414","false"
"1415","true"
"1416","true"
"1417","true"
"1418","true"
"1419","true"
"1420","true"
"1421","false"
"1422","false"
"1423","false"
"1424","false"
"1425","false"
"1426","false"
"1427","true"
"1428","false"
"1429","false"
"1430","true"
"1431","false"
"1432","true"
"1433","true"
"1434","true"
"1435","true"
"1436","true"
"1437","false"
"1438","false"
"1439","true"
"1440","false"
"1441","false"
"1442","true"
"1443","true"
"1444","true"
"1445","false"
"1446","false"
"1447","true"
"1448","false"
"1449","true"
"1450","true"
"1451","true"
"1452","true"
"1453","true"
"1454","true"
"1455","false"
"1456","false"
"1457","false"
"1458","false"
"1459","true"
"1460","true"
"1461","false"
"1462","true"
"1463","false"
"1464","true"
"1465","false"
"1466","false"
"1467","true"
"1468","false"
"1469","true"
"1470","true"
"1471","false"
"1472","true"
"1473","true"
"1474","true"
"1475","true"
"1476","false"
"1477","false"
"1478","false"
"1479","false"
"1480","true"
"1481","true"
"1482","true"
"1483","false"
"1484","true"
"1485","false"
"1486","true"
"1487","false"
"1488","false"
"1489","true"
"1490","false"
"1491","false"
"1492","true"
"1493","true"
"1494","false"
"1495","false"
"1496","true"
"1497","false"
"1498","true"
"1499","false"
"1500","true"
"1501","true"
"1502","false"
"1503","false"
"1504","true"
"1505","true"
"1506","true"
"1507","false"
"1508","false"
"1509","true"
"1510","false"
"1511","true"
"1512","false"
"1513","false"
"1514","true"
"1515","false"
"1516","true"
"1517","false"
"1518","false"
"1519","true"
"1520","true"
"1521","true"
"1522","false"
"1523","true"
"1524","false"
"1525","true"
"1526","true"
"1527","false"
"1528","true"
"1529","false"
"1530","true"
"1531","true"
"1532","false"
"1533","true"
"1534","false"
"1535","false"
"1536","false"
"1537","true"
"1538","true"
"1539","false"
"1540","false"
"1541","true"
"1542","true"
"1543","true"
"1544","false"
"1545","false"
"1546","true"
"1547","false"
"1548","true"
"1549","true"
"1550","true"
"1551","false"
"1552","true"
"1553","false"
"1554","true"
"1555","false"
"1556","true"
"1557","true"
"1558","false"
"1559","true"
"1560","false"
"1561","false"
"1562","false"
"1563","false"
"1564","true"
"1565","true"
"1566","true"
"1567","true"
"1568","false"
"1569","true"
"1570","true"
"1571","false"
"1572","false"
"1573","false"
"1574","true"
"1575","false"
"1576","false"
"1577","true"
"1578","false"
"1579","true"
"1580","false"
"1581","true"
"1582","true"
"1583","false"
"1584","false"
"1585","true"
"1586","false"
"1587","false"
"1588","false"
"1589","false"
"1590","false"
"1591","false"
"1592","true"
"1593","true"
"1594","false"
"1595","false"
"1596","false"
"1597","true"
"1598","true"
"1599","false"
"1600","true"
"1601","false"
"1602","true"
"1603","false"
"1604","false"
"1605","true"
"1606","false"
"1607","false"
"1608","false"
"1609","false"
"1610","true"
"1611","false"
"1612","true"
"1613","false"
"1614","false"
"1615","false"
"1616","true"
"1617","true"
"1618","false"
"1619","true"
"1620","false"
"1621","false"
"1622","false"
"1623","false"
"1624","false"
"1625","false"
"1626","false"
"1627","true"
"1628","true"
"1629","false"
"1630","true"
"1631","true"
"1632","true"
"1633","false"
"1634","true"
"1635","false"
"1636","true"
"1637","true"
"1638","false"
"1639","false"
"1640","true"
"1641","true"
"1642","false"
"1643","false"
"1644","false"
"1645","true"
"1646","false"
"1647","false"
"1648","true"
"1649","false"
"1650","false"
"1651","false"
"1652","true"
"1653","false"
"1654","false"
"1655","true"
"1656","true"
"1657","false"
"1658","false"
"1659","true"
"1660","true"
"1661","false"
"1662","true"
"1663","false"
"1664","true"
"1665","true"
"1666","true"
"1667","false"
"1668","true"
"1669","true"
"1670","false"
"1671","true"
"1672","true"
"1673","false"
"1674","true"
"1675","true"
"1676","true"
"1677","true"
"1678","false"
"1679","true"
"1680","true"
"1681","true"
"1682","true"
"1683","false"
"1684","false"
"1685","true"
"1686","false"
"1687","true"
"1688","false"
"1689","true"
"1690","false"
"1691","false"
"1692","false"
"1693","true"
"1694","true"
"1695","false"
"1696","true"
"1697","true"
"1698","false"
"1699","false"
"1700","false"
"1701","true"
"1702","false"
"1703","false"
"1704","false"
"1705","true"
"1706","true"
"1707","false"
"1708","true"
"1709","true"
"1710","false"
"1711","false"
"1712","true"
"1713","true"
"1714","true"
"1715","false"
"1716","true"
"1717","true"
"1718","false"
"1719","true"
"1720","true"
"1721","false"
"1722","true"
"1723","false"
"1724","false"
"1725","true"
"1726","false"
"1727","true"
"1728","true"
"1729","true"
"1730","true"
"1731","true"
"1732","true"
"1733","true"
"1734","false"
"1735","true"
"1736","false"
"1737","true"
"1738","false"
"1739","true"
"1740","false"
"1741","false"
"1742","true"
"1743","true"
"1744","true"
"1745","true"
"1746","true"
"1747","true"
"1748","true"
"1749","true"
"1750","true"
"1751","false"
"1752","true"
"1753","true"
"1754","true"
"1755","true"
"1756","true"
"1757","false"
"1758","false"
"1759","false"
"1760","true"
"1761","false"
"1762","true"
"1763","true"
"1764","true"
"1765","false"
"1766","false"
"1767","true"
"1768","true"
"1769","true"
"1770","false"
"1771","false"
"1772","true"
"1773","true"
"1774","true"
"1775","true"
"1776","true"
"1777","false"
"1778","false"
"1779","false"
"1780","true"
"1781","true"
"1782","true"
"1783","false"
"1784","false"
"1785","true"
"1786","false"
"1787","false"
"1788","false"
"1789","true"
"1790","false"
"1791","false"
"1792","false"
"1793","true"
"1794","false"
"1795","true"
"1796","false"
"1797","true"
"1798","true"
"1799","true"
"1800","false"
"1801","false"
"1802","false"
"1803","false"
"1804","true"
"1805","false"
"1806","true"
"1807","true"
"1808","true"
"1809","false"
"1810","false"
"1811","true"
"1812","true"
"1813","false"
"1814","false"
"1815","true"
"1816","true"
"1817","true"
"1818","false"
"1819","true"
"1820","false"
"1821","false"
"1822","true"
"1823","false"
"1824","true"
"1825","false"
"1826","false"
"1827","true"
"1828","false"
"1829","false"
"1830","true"
"1831","true"
"1832","false"
"1833","false"
"1834","true"
"1835","false"
"1836","false"
"1837","true"
"1838","true"
"1839","true"
"1840","false"
"1841","false"
"1842","false"
"1843","true"
"1844","true"
"1845","false"
"1846","false"
"1847","false"
"1848","false"
"1849","false"
"1850","true"
"1851","true"
"1852","false"
"1853","true"
"1854","true"
"1855","false"
"1856","false"
"1857","false"
"1858","true"
"1859","false"
"1860","true"
"1861","false"
"1862","false"
"1863","true"
"1864","false"
"1865","false"
"1866","false"
"1867","false"
"1868","false"
"1869","true"
"1870","true"
"1871","true"
"1872","false"
"1873","true"
"1874","false"
"1875","false"
"1876","false"
"1877","true"
"1878","true"
"1879","true"
"1880","true"
"1881","false"
"1882","true"
"1883","true"
"1884","true"
"1885","true"
"1886","true"
"1887","true"
"1888","true"
"1889","true"
"1890","true"
"1891","true"
"1892","true"
"1893","true"
"1894","false"
"1895","false"
"1896","false"
"1897","true"
"1898","false"
"1899","false"
"1900","false"
"1901","true"
"1902","true"
"1903","true"
"1904","false"
"1905","true"
"1906","false"
"1907","false"
"1908","true"
"1909","false"
"1910","true"
"1911","true"
"1912","false"
"1913","true"
"1914","true"
"1915","false"
"1916","false"
"1917","true"
"1918","false"
"1919","true"
"1920","false"
"1921","false"
"1922","true"
"1923","false"
"1924","false"
"1925","false"
"1926","true"
"1927","false"
"1928","true"
"1929","true"
"1930","true"
"1931","false"
"1932","false"
"1933","false"
"1934","true"
"1935","true"
"1936","false"
"1937","true"
"1938","false"
"1939","true"
"1940","true"
"1941","true"
"1942","true"
"1943","false"
"1944","false"
"1945","true"
"1946","false"
"1947","true"
"1948","false"
"1949","true"
"1950","false"
"1951","false"
"1952","true"
"1953","false"
"1954","false"
"1955","false"
"1956","false"
"1957","false"
"1958","true"
"1959","false"
"1960","true"
"1961","false"
"1962","false"
"1963","false"
"1964","false"
"1965","true"
"1966","false"
"1967","true"
"1968","false"
"1969","true"
"1970","false"
"1971","false"
"1972","false"
"1973","true"
"1974","false"
"1975","true"
"1976","true"
"1977","true"
"1978","true"
"1979","true"
"1980","true"
"1981","false"
"1982","false"
"1983","true"
"1984","false"
"1985","false"
"1986","true"
"1987","true"
"1988","true"
"1989","false"
"1990","true"
"1991","true"
"1992","false"
"1993","false"
"1994","true"
"1995","true"
"1996","false"
"1997","false"
"1998","false"
"1999","true"
"2000","true"
"2001","false"
"2002","false"
"2003","true"
"2004","true"
"2005","false"
"2006","false"
"2007","true"
"2008","true"
"2009","true"
"2010","true"
"2011","false"
"2012","true"
"2013","true"
"2014","false"
"2015","false"
"2016","true"
"2017","true"
"2018","true"
"2019","true"
"2020","false"
"2021","false"
"2022","true"
"2023","true"
"2024","false"
"2025","true"
"2026","true"
"2027","false"
"2028","true"
"2029","false"
"2030","false"
"2031","true"
"2032","false"
"2033","false"
"2034","false"
"2035","false"
"2036","false"
"2037","true"
"2038","true"
"2039","false"
"2040","false"
"2041","false"
"2042","false"
"2043","false"
"2044","true"
"2045","true"
"2046","false"
"2047","false"
"2048","false"
"2049","false"
"2050","false"
"2051","false"
"2052","false"
"2053","true"
"2054","false"
"2055","false"
"2056","true"
"2057","false"
"2058","true"
"2059","false"
"2060","true"
"2061","true"
"2062","false"
"2063","true"
"2064","false"
"2065","false"
"2066","true"
"2067","true"
"2068","true"
"2069","true"
"2070","false"
"2071","false"
"2072","true"
"2073","false"
"2074","false"
"2075","false"
"2076","false"
"2077","false"
"2078","true"
"2079","false"
"2080","true"
"2081","false"
"2082","false"
"2083","true"
"2084","false"
"2085","true"
"2086","true"
"2087","false"
"2088","true"
"2089","true"
"2090","true"
"2091","false"
"2092","true"
"2093","false"
"2094","true"
"2095","false"
"2096","true"
"2097","false"
"2098","false"
"2099","true"
"2100","true"
"2101","true"
"2102","true"
"2103","true"
"2104","false"
"2105","false"
"2106","false"
"2107","false"
"2108","true"
"2109","true"
"2110","true"
"2111","true"
"2112","true"
"2113","true"
"2114","false"
"2115","true"
"2116","true"
"2117","true"
"2118","false"
"2119","false"
"2120","false"
"2121","false"
"2122","false"
"2123","false"
"2124","true"
"2125","true"
"2126","true"
"2127","false"
"2128","false"
"2129","false"
"2130","false"
"2131","false"
"2132","true"
"2133","true"
"2134","false"
"2135","false"
"2136","false"
"2137","true"
"2138","true"
"2139","true"
"2140","false"
"2141","false"
